product_id,description,image_path
52029,Just Natural Unisex Charcoal Rain Jacket,../data/RAW/images/52029.jpg
5865,ADIDAS Men's Twelve Faster T-shirt,../data/RAW/images/5865.jpg
39716,Arrow Woman Women Blue Dress,../data/RAW/images/39716.jpg
25349,Levis Men Red Brief,../data/RAW/images/25349.jpg
11940,Ganuchi Men Casual Black Sandals,../data/RAW/images/11940.jpg
55802,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,../data/RAW/images/55802.jpg
29584,Indigo Nation Men Printed Black T-shirt,../data/RAW/images/29584.jpg
43967,DKNY Women Red Delicious Perfume,../data/RAW/images/43967.jpg
28456,Urban Yoga Women Blue Skirt With Leggings,../data/RAW/images/28456.jpg
34009,Gini and Jony Girls Black Top,../data/RAW/images/34009.jpg
19311,Nike Men Air Rift MTR White Casual Shoe,../data/RAW/images/19311.jpg
42089,ADIDAS Men White Corona Sports Shoes,../data/RAW/images/42089.jpg
22950,Fastrack Unisex Black Dial Watch 9915PP13,../data/RAW/images/22950.jpg
49461,Vans Men Blue Era Scilla Plaid Shoes,../data/RAW/images/49461.jpg
8746,Crocs Kids Navy Blue Clogs,../data/RAW/images/8746.jpg
9694,Classic Polo Men Vulcan White Polo Tshirts,../data/RAW/images/9694.jpg
23882,Fila Men Destiny Grey Sports Shoes,../data/RAW/images/23882.jpg
34835,ADIDAS Men Blue Chill Sports Shoes,../data/RAW/images/34835.jpg
15984,Turtle Check Men Yellow Shirt,../data/RAW/images/15984.jpg
41268,Arrow Men Black Wallet,../data/RAW/images/41268.jpg
11518,Catwalk Women Gun Metal Grey Heels,../data/RAW/images/11518.jpg
14856,United Colors of Benetton Women Solid Beige Wallets,../data/RAW/images/14856.jpg
33648,Lotto Men Ridge Brown Sandals,../data/RAW/images/33648.jpg
59297,U.S. Polo Assn. Men White & Navy Blue Shirt,../data/RAW/images/59297.jpg
28032,Jockey ELANCE Men Bikini White Brief 1005,../data/RAW/images/28032.jpg
27846,Scullers For Her Charcoal Blazer,../data/RAW/images/27846.jpg
26994,Jealous 21 Women Black Jeans,../data/RAW/images/26994.jpg
49839,iPanema Women Red Flip Flops,../data/RAW/images/49839.jpg
31923,Fabindia Women Blue Silk Sling Bag,../data/RAW/images/31923.jpg
2618,Carlton London Women Silver Wedge Sandal,../data/RAW/images/2618.jpg
54588,Sushilas Women Printed Green Kurta,../data/RAW/images/54588.jpg
49005,Lucera Women Silver Ring,../data/RAW/images/49005.jpg
8322,Doodle Boy's Route 66 Biker Blue Teen Kidswear,../data/RAW/images/8322.jpg
13841,ADIDAS Unisex Three Small Dials White Watches,../data/RAW/images/13841.jpg
28200,Ray-Ban Men Active Lifestyle Copper Sunglasses,../data/RAW/images/28200.jpg
12993,ADIDAS Kids Adispeed Black Sports Shoes,../data/RAW/images/12993.jpg
7158,Scullers Men  Green Check Shirt,../data/RAW/images/7158.jpg
18495,Puma Men Fashion Cat White Slipper,../data/RAW/images/18495.jpg
8110,Fastrack Men Economy 2 Analg Black Watch,../data/RAW/images/8110.jpg
19547,United Colors of Benetton Men Solid Blue Sweatshirt,../data/RAW/images/19547.jpg
7964,Puma Men's Large Logo Graphic Black T-shirt,../data/RAW/images/7964.jpg
36934,Giorgio Armani Women Idole Perfume,../data/RAW/images/36934.jpg
39140,Aneri Women Black & Maroon Salwar Suit,../data/RAW/images/39140.jpg
20851,Spice Art Women Ribbon Embroidery Red Clutch,../data/RAW/images/20851.jpg
41866,Estd. 1977 Men Beige & Green Sandals,../data/RAW/images/41866.jpg
58177,Rocky S Women Brown Handbag,../data/RAW/images/58177.jpg
44528,Coolers Men Black Sandals,../data/RAW/images/44528.jpg
16392,Levis Men Check Red Shirts,../data/RAW/images/16392.jpg
51455,Tonga Women Pink Printed Shrug,../data/RAW/images/51455.jpg
50587,Chromozome Men Grey Briefs,../data/RAW/images/50587.jpg
17240,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,../data/RAW/images/17240.jpg
47530,Portia Women Copper-Toned & Brown Sandals,../data/RAW/images/47530.jpg
6617,Spykar Men Black and white Check Shirt,../data/RAW/images/6617.jpg
12732,Nike Unisex Swoosh Black Backpack,../data/RAW/images/12732.jpg
3365,Myntra Men's Brain Black T-shirt,../data/RAW/images/3365.jpg
42042,Nike Men Air Relentless 2 MSL White Sports Shoes,../data/RAW/images/42042.jpg
23849,ADIDAS Men Black Anzo Breeze Casual Shoes,../data/RAW/images/23849.jpg
43190,Fastrack Women White Dial Watch,../data/RAW/images/43190.jpg
48578,Revv Men Steel Bracelet,../data/RAW/images/48578.jpg
30462,Lovable Women All Day Long Black Bra,../data/RAW/images/30462.jpg
18208,Manchester United Men Solid White Cap,../data/RAW/images/18208.jpg
54127,Rocia Women Black Heels,../data/RAW/images/54127.jpg
10065,Puma Men ducati logo tee Yellow Tshirts,../data/RAW/images/10065.jpg
24250,Numero Uno Men White Casual Shoes,../data/RAW/images/24250.jpg
32335,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,../data/RAW/images/32335.jpg
25382,Levis Men White Innerwear Vest,../data/RAW/images/25382.jpg
56670,Maxima Men Black Dial Watch,../data/RAW/images/56670.jpg
5092,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,../data/RAW/images/5092.jpg
10859,Wrangler Men Furious Rides Navy Blue T-Shirts,../data/RAW/images/10859.jpg
59638,FNF Green Wedding Collection Sari,../data/RAW/images/59638.jpg
15517,Rockport Men LLandro Red Casual Shoes,../data/RAW/images/15517.jpg
4140,Skechers Women Green Shoe,../data/RAW/images/4140.jpg
36795,Maxima Men Ssteele Silver Dial Watch,../data/RAW/images/36795.jpg
40527,Titan Men Gold Dial Watch,../data/RAW/images/40527.jpg
10257,John Miller Men Solid Type Black Trousers,../data/RAW/images/10257.jpg
24062,Locomotive Men Navy Blue Printed T-shirt,../data/RAW/images/24062.jpg
45869,Maxima Men Brown Dial Watch,../data/RAW/images/45869.jpg
11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,../data/RAW/images/11385.jpg
53130,Catwalk Women Brown Sandals,../data/RAW/images/53130.jpg
44187,Nike Fragrances Women 5th Element Perfume 150 ml,../data/RAW/images/44187.jpg
21510,Kiara Women Graphiti White Handbag,../data/RAW/images/21510.jpg
51667,Louis Philippe Men Grey Sunglasses,../data/RAW/images/51667.jpg
22395,Mark Taylor Men Striped Blue Shirt,../data/RAW/images/22395.jpg
35322,Fabindia Women Anusuya Silver Earrings,../data/RAW/images/35322.jpg
6425,Lotto Unisex Canvas Black Check Shoe,../data/RAW/images/6425.jpg
18806,Peter England Men Casual Tan Belt,../data/RAW/images/18806.jpg
23247,Arrow Men Formal Black Shoe,../data/RAW/images/23247.jpg
17072,Lino Perros Women Weaved  Grey Belt,../data/RAW/images/17072.jpg
31782,Lee Women Paula Blue Top,../data/RAW/images/31782.jpg
42270,Vans Unisex Black & Grey Classic Shoes,../data/RAW/images/42270.jpg
12500,United Colors of Benetton Men Short Black Shirts,../data/RAW/images/12500.jpg
26735,Reebok Men Pack of 2 Pirates of the Caribbean Deos,../data/RAW/images/26735.jpg
30650,Nike Men Printed Black T-shirt,../data/RAW/images/30650.jpg
56026,Colorbar Soft Touch Mousse Lipstick 025,../data/RAW/images/56026.jpg
21948,Murcia Women Casual Brown Handbag,../data/RAW/images/21948.jpg
32563,ONLY Women directoire blue Trousers,../data/RAW/images/32563.jpg
58980,Colour me Women Flowers Deo,../data/RAW/images/58980.jpg
40143,Gini and Jony Girls Pretty Blossom Blue Top,../data/RAW/images/40143.jpg
10633,Carlton London Men Formal Brown Formal Shoes,../data/RAW/images/10633.jpg
24406,Vishudh Women Red Printed Kurta,../data/RAW/images/24406.jpg
4716,ADIDAS Unisex Response ST Analogue Black Watch,../data/RAW/images/4716.jpg
21174,s.Oliver Women Stripes Beige Top,../data/RAW/images/21174.jpg
15341,Nike Women Solid Pink Shorts,../data/RAW/images/15341.jpg
52486,Red Rose Maroon Camisole,../data/RAW/images/52486.jpg
53554,Probase Multicoloured Printed Boxers,../data/RAW/images/53554.jpg
14293,Classic Polo Men Stripes Blue Tshirts,../data/RAW/images/14293.jpg
47366,Baggit Women Blue Bag,../data/RAW/images/47366.jpg
6041,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,../data/RAW/images/6041.jpg
23623,Doodle Kids Girls Pink I love Shopping Top,../data/RAW/images/23623.jpg
17416,Lotto Men Atlantica Black Sports Shoe,../data/RAW/images/17416.jpg
9835,Little Miss Women Printed Grey T-shirt,../data/RAW/images/9835.jpg
29319,ADIDAS Unisex Chicago Bulls Red Backpack,../data/RAW/images/29319.jpg
7193,Jealous 21 Women Black Jegging,../data/RAW/images/7193.jpg
12958,ADIDAS Men Sports Black Sports Shoes,../data/RAW/images/12958.jpg
27283,Mother Earth Women Magenta Kurta,../data/RAW/images/27283.jpg
30234,Numero Uno Men Black Flip Flops,../data/RAW/images/30234.jpg
9009,Murcia Women Snake Print Bag Brown Handbags,../data/RAW/images/9009.jpg
3533,Myntra Men's If You Don't Like Navy Blue T-shirt,../data/RAW/images/3533.jpg
42614,Estelle Women Earrings & Pendant Set,../data/RAW/images/42614.jpg
12164,Aurelia Women Voile Orange Dupatta,../data/RAW/images/12164.jpg
26351,DKNY Women White Dial Watch NY8472,../data/RAW/images/26351.jpg
17624,ADIDAS Men Solid Navy Blue Track Pant,../data/RAW/images/17624.jpg
47154,Gini and Jony Girls Black Capris,../data/RAW/images/47154.jpg
35574,Gliders Men Esquire Red Flip Flops,../data/RAW/images/35574.jpg
46086,ADIDAS Women Lavender Hagkok Sports Shoes,../data/RAW/images/46086.jpg
51031,Enamor White Bra,../data/RAW/images/51031.jpg
13284,Gini and Jony Kids Boys Solid Black Shorts,../data/RAW/images/13284.jpg
54543,F Sports Men White Outlander Sports Shoes,../data/RAW/images/54543.jpg
55491,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,../data/RAW/images/55491.jpg
26163,John Miller Men Dark Grey Trousers,../data/RAW/images/26163.jpg
3701,Tantra Women Flower Heart Black Long T-shirt,../data/RAW/images/3701.jpg
29917,Police Men White Dial Watch PL12698JS,../data/RAW/images/29917.jpg
42426,Aurelia Women Sea Green Kurta,../data/RAW/images/42426.jpg
32751,FILA Men Liga II Black Shoes,../data/RAW/images/32751.jpg
56214,Estelle Women Gold Earrings,../data/RAW/images/56214.jpg
10401,Jealous 21 Women Uaine Purple Tops,../data/RAW/images/10401.jpg
40371,Tokyo Talkies Women Navy Slim Fit Jeans,../data/RAW/images/40371.jpg
21346,Pal Zileri Men Casual Gold Frame Sunglasses,../data/RAW/images/21346.jpg
45603,Arrow Men Black Formal Shoes,../data/RAW/images/45603.jpg
4524,Puma Men's YugoRun Black White Shoe,../data/RAW/images/4524.jpg
37223,United Colors of Benetton Women Blue Top,../data/RAW/images/37223.jpg
53766,Puma Men White and Navy Blue T-shirt,../data/RAW/images/53766.jpg
25520,Doodle Kids Girls City Chic White Top,../data/RAW/images/25520.jpg
32597,ONLY Women Black Top,../data/RAW/images/32597.jpg
58974,Colour me Men Gold Deo,../data/RAW/images/58974.jpg
33445,Baggit Women Lamboo Mayur Black Wallet,../data/RAW/images/33445.jpg
57100,Elle Women Dark Pink Top,../data/RAW/images/57100.jpg
36137,Nike Women Free Run Pink Sports Shoes,../data/RAW/images/36137.jpg
41859,Estd. 1977 Men Black Sandals,../data/RAW/images/41859.jpg
21180,ADIDAS Men Adi Cells Black Flip Flops,../data/RAW/images/21180.jpg
39943,GAS Men Brown Count Casual Shoes,../data/RAW/images/39943.jpg
52472,Red Rose Women White & Pink Polka Dot Print Bath Robe,../data/RAW/images/52472.jpg
58148,Puma Unisex White Cap,../data/RAW/images/58148.jpg
20052,United Colors Of Benetton Women Yellow Muffler,../data/RAW/images/20052.jpg
5630,ADIDAS Women's Adi Groove Blue Flip Flop,../data/RAW/images/5630.jpg
44517,Coolers Men Brown Pokar Flip Flops,../data/RAW/images/44517.jpg
47392,Baggit Women Beige Bag,../data/RAW/images/47392.jpg
50325,Aurelia Women Navy Blue Kurta,../data/RAW/images/50325.jpg
8913,Puma Men Cabana Racer Sketch White Sports Shoes,../data/RAW/images/8913.jpg
16530,Locomotive Men Check Red Shirt,../data/RAW/images/16530.jpg
22705,Nike Men White Capri II Casual Shoe,../data/RAW/images/22705.jpg
7167,Scullers Men Scul Purple White Shirt,../data/RAW/images/7167.jpg
46240,Fusion Beats Women White Printed Tunic,../data/RAW/images/46240.jpg
27277,Mother Earth Women Blue Kurta,../data/RAW/images/27277.jpg
13042,Inc 5 Women Brown Heels,../data/RAW/images/13042.jpg
6889,Forever New Women Stone Cream Jacket,../data/RAW/images/6889.jpg
31312,W Women Peach Kurta,../data/RAW/images/31312.jpg
12190,Basics Men Blue Slim Fit Checked Shirt,../data/RAW/images/12190.jpg
55657,Catwalk Women Golden Wedges,../data/RAW/images/55657.jpg
19578,United Colors of Benetton Women Solid Purple Top,../data/RAW/images/19578.jpg
27879,Scullers For Her Women Blue Top,../data/RAW/images/27879.jpg
34452,Rocia Women Copper Sandals,../data/RAW/images/34452.jpg
6287,Classic Polo Men's Swiss Yellow T-shirt,../data/RAW/images/6287.jpg
7355,Tantra Men's Black Sabbath Navy T-shirt,../data/RAW/images/7355.jpg
46072,Lino Perros Men Black Leather Belt,../data/RAW/images/46072.jpg
22537,Gas Men Eldorado Tan Casual  Sandals,../data/RAW/images/22537.jpg
28831,Enamor Women Pack of 3 Mid-Rise Bikini Brief,../data/RAW/images/28831.jpg
43500,French Connection Men White T-shirt,../data/RAW/images/43500.jpg
2627,Carlton London Women Wedge Silver Sandal,../data/RAW/images/2627.jpg
27045,Yelloe Off White Fur Zip Clutch,../data/RAW/images/27045.jpg
13270,Palm Tree Kids Girls Printed White Tops,../data/RAW/images/13270.jpg
18698,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,../data/RAW/images/18698.jpg
55465,Revlon Super Lusterous Lipstick 304,../data/RAW/images/55465.jpg
26197,Formula 1 Go Men Perfume,../data/RAW/images/26197.jpg
31120,Palm Tree Girls Pink Top,../data/RAW/images/31120.jpg
25712,ADIDAS Unisex Blue Cap,../data/RAW/images/25712.jpg
11527,United Colors of Benetton Men Olive Tshirts,../data/RAW/images/11527.jpg
14869,United Colors of Benetton Men Solid Black Wallets,../data/RAW/images/14869.jpg
40385,Tokyo Talkies Women Yellow Top,../data/RAW/images/40385.jpg
15187,Arrow Sport Men Solid White Polo Tshirts,../data/RAW/images/15187.jpg
5402,Kalenji Ekiden 200 Wn Purple 2011,../data/RAW/images/5402.jpg
44725,Lotto Women Coral Elegant Flip Flops,../data/RAW/images/44725.jpg
14055,Flying Machine Men Check Green Shirts,../data/RAW/images/14055.jpg
20260,Wrangler Men Applique Navy Blue Tshirt,../data/RAW/images/20260.jpg
7731,Puma Men's Winglet II Grey Yellow White Flip Flop,../data/RAW/images/7731.jpg
22153,Lee Cooper Men Brown Casual Sandals,../data/RAW/images/22153.jpg
43958,Puma Men Olive Techno Ind Sandal,../data/RAW/images/43958.jpg
28469,Urban Yoga Women Printed Pink T-shirt,../data/RAW/images/28469.jpg
50573,Chromozome Men Charcoal Trunk Trunks,../data/RAW/images/50573.jpg
34036,Palm Tree Boys Check Blue Shirt,../data/RAW/images/34036.jpg
55001,Lakme Absolute Lip Last Day Kiss Lip Colour,../data/RAW/images/55001.jpg
8779,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,../data/RAW/images/8779.jpg
3391,Murcia Women White With Stitch Bag,../data/RAW/images/3391.jpg
43164,Fastrack Men Black Watch,../data/RAW/images/43164.jpg
2243,ADIDAS Men Stripe Polo White Polo T-shirt,../data/RAW/images/2243.jpg
30496,Lovable Women Fiona Purple Bra,../data/RAW/images/30496.jpg
27421,Jockey Women Blue Lounge Pants,../data/RAW/images/27421.jpg
57756,Lotus Herbals Neem & Clove Purifying Face Wash,../data/RAW/images/57756.jpg
33213,Sepia Women Printed Magenta Top,../data/RAW/images/33213.jpg
39729,Arrow Woman Olive Top,../data/RAW/images/39729.jpg
25376,Levis Men Grey Innerwear T-Shirt,../data/RAW/images/25376.jpg
11143,Scullers Men Price Catch Black Shirts,../data/RAW/images/11143.jpg
56684,Fabindia Beige & Maroon Mull Printed Saree,../data/RAW/images/56684.jpg
4988,Gini and Jony Girl's Vanya White Polka Dot Kidswear,../data/RAW/images/4988.jpg
44341,Indian Terrain Men Blue T-shirt,../data/RAW/images/44341.jpg
14431,Enroute Women Casual Black Flats,../data/RAW/images/14431.jpg
20604,Baggit Women Umbrella Dum Brown Handbag,../data/RAW/images/20604.jpg
52224,Lencia Grey Swarovski Pearl Necklace,../data/RAW/images/52224.jpg
45293,CASIO SHEEN Women Red Dial Watch SX017,../data/RAW/images/45293.jpg
36761,Maxima Men Black Watch,../data/RAW/images/36761.jpg
33021,Mother Earth Women Printed Cream Kurta,../data/RAW/images/33021.jpg
25144,Lino Perros Women Leatherite Orange Handbag,../data/RAW/images/25144.jpg
11371,United Colors Of Benetton Men Summer Black Shirts,../data/RAW/images/11371.jpg
41401,Wrangler Women White Smocked Top,../data/RAW/images/41401.jpg
14603,United Colors of Benetton Men Pack of 2 Grey Socks,../data/RAW/images/14603.jpg
37481,Esprit Women White Dial Watch,../data/RAW/images/37481.jpg
5254,Wildcraft Unisex Red Duffle Bag,../data/RAW/images/5254.jpg
44173,Nike Fragrances Women Trendy Perfume 75ml,../data/RAW/images/44173.jpg
25978,J.Del Pozo Halloween Kiss Sexy Women Perfume,../data/RAW/images/25978.jpg
4386,Wrangler Cowboy Photo T-shirt,../data/RAW/images/4386.jpg
51693,Van Heusen Unisex Brown Sunglasses,../data/RAW/images/51693.jpg
16154,Enroute Men Leather Black Formal Shoes,../data/RAW/images/16154.jpg
22361,Reebok Men Navy Twist Sandals,../data/RAW/images/22361.jpg
29789,Basics Men Pack of 3 T-shirt,../data/RAW/images/29789.jpg
19920,Wildcraft Unisex Black Outdoor Backpack,../data/RAW/images/19920.jpg
7503,Nike Men's As Icon Blue T-shirt,../data/RAW/images/7503.jpg
46624,Rasasi Men Emotion Deo and Perfume Set,../data/RAW/images/46624.jpg
34204,Proline Men Navy Track Pants,../data/RAW/images/34204.jpg
17086,Lino Perros Women Blue Zip Orange Wallet,../data/RAW/images/17086.jpg
50741,Red Chief Men Black Shoes,../data/RAW/images/50741.jpg
55233,Lakme Nine to Five Flawless Makeup Shell Foundation,../data/RAW/images/55233.jpg
13426,United Colors of Benetton Men Stripes Red  Polo T-shirts,../data/RAW/images/13426.jpg
43356,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,../data/RAW/images/43356.jpg
28207,Ray-Ban Men Active Lifestyle Black Sunglasses,../data/RAW/images/28207.jpg
13846,John Miller Men Stripes Blue Shirts,../data/RAW/images/13846.jpg
12994,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,../data/RAW/images/12994.jpg
46278,109F Women Red & White Striped Tunic,../data/RAW/images/46278.jpg
16508,Locomotive Men Washed Blue Jeans,../data/RAW/images/16508.jpg
18492,Puma Men Danny Blue Slipper,../data/RAW/images/18492.jpg
19540,United Colors of Benetton Men Solid Blue Sweater,../data/RAW/images/19540.jpg
7963,Puma Men's Large Logo Graphic White French T-shirt,../data/RAW/images/7963.jpg
8117,Fastrack Men New Analog Black Navy Watch,../data/RAW/images/8117.jpg
49230,Calzini Men Pack of 5 Sports Socks,../data/RAW/images/49230.jpg
39147,Aneri Women Purple Salwar Suit,../data/RAW/images/39147.jpg
36933,Bulgari Women Omnia Perfume,../data/RAW/images/36933.jpg
57138,Elle Women Brown Trousers,../data/RAW/images/57138.jpg
20856,United Colors of Benetton Men Casual Black Shoes,../data/RAW/images/20856.jpg
41861,Estd. 1977 Men Black Sandals,../data/RAW/images/41861.jpg
5608,ADIDAS Men Kendall Black Navy Floater,../data/RAW/images/5608.jpg
58170,Rocky S Women Red Clutch,../data/RAW/images/58170.jpg
53598,Q&Q Men Black Digital Watch,../data/RAW/images/53598.jpg
15983,Turtle Solid Men  Burgundy Shirt,../data/RAW/images/15983.jpg
39375,Helix Women Silver Dial Watch,../data/RAW/images/39375.jpg
14851,United Colors of Benetton Women Solid Coffee Brown Wallets,../data/RAW/images/14851.jpg
59290,Titan Men Black Dial Watch,../data/RAW/images/59290.jpg
52678,Morellato Men Black Watch,../data/RAW/images/52678.jpg
20258,Wrangler Men Polo Charcoal T-shirt,../data/RAW/images/20258.jpg
47198,Franco Leone Men Brown Sandals,../data/RAW/images/47198.jpg
27841,Bulchee Men Plain Jeans White Belt,../data/RAW/images/27841.jpg
28035,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,../data/RAW/images/28035.jpg
31924,Fabindia Women Black Silk Handbag,../data/RAW/images/31924.jpg
26993,Jealous 21 Women Washed Blue Jeans,../data/RAW/images/26993.jpg
13248,Palm Tree Kids Boy Solid Brown Trousers,../data/RAW/images/13248.jpg
